trait,vector_trait,eval_model,eval_model_name,extract_revision,eval_revision,layer,coef,target_vector_norm,baseline_path,output_path,baseline_rows,output_rows,baseline_trait_mean,baseline_trait_median,baseline_coherence_mean,baseline_coherence_median,output_trait_mean,output_trait_median,output_coherence_mean,output_coherence_median,delta_trait_mean,delta_trait_median,delta_coherence_mean,delta_coherence_median,status,paired_questions,paired_trait_mean_diff,paired_trait_median_diff,trait_question_mean_baseline,trait_question_mean_steered,trait_sign_flip_p_two_sided,trait_sign_flip_p_greater,trait_sign_test_nonzero_pairs,trait_sign_test_positive_pairs,trait_sign_test_negative_pairs,trait_sign_test_p_two_sided,trait_sign_test_p_greater,paired_coherence_mean_diff,paired_coherence_median_diff,coherence_question_mean_baseline,coherence_question_mean_steered,coherence_sign_flip_p_two_sided,coherence_sign_flip_p_greater,trait_sign_flip_exact_available,trait_primary_test,trait_primary_p_two_sided,trait_primary_p_greater,trait_sign_flip_p_two_sided_bonferroni_within_trait,trait_sign_flip_p_greater_bonferroni_within_trait,trait_sign_test_p_two_sided_bonferroni_within_trait,trait_sign_test_p_greater_bonferroni_within_trait,trait_primary_p_two_sided_bonferroni_within_trait,trait_primary_p_greater_bonferroni_within_trait
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step7000,Olmo-3-7B-Instruct-SFT,16,0.5,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step7000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p5.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,6.095038407247869,1.1463181473992916e-11,69.85129022701362,71.45269086692649,4.712283446480543,1.1423398274773227e-11,-5.236600134565165,-4.793532337613314,complete,20,4.7122834464805425,0.00012391112034946397,1.3827549607673266,6.095038407247869,0.08251953125,0.041259765625,16,12,4,0.076812744140625,0.0384063720703125,-5.236600134565174,-2.9959739109127668,75.08789036157876,69.8512902270136,0.09367561340332031,0.9531631469726562,True,sign_flip_exact,0.08251953125,0.041259765625,1.0,0.990234375,1.0,0.9217529296875,1.0,0.990234375
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step7000,Olmo-3-7B-Instruct-SFT,16,0.75,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step7000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p75.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,17.04119070118791,0.0002830286127071,59.30281746069686,64.28421369716433,15.658435740420584,0.0002830286126673,-15.785072900881929,-11.96200950737547,complete,20,15.658435740420583,0.7454353293495987,1.3827549607673266,17.041190701187908,0.001983642578125,0.0009918212890625,18,16,2,0.001312255859375,0.0006561279296875,-15.785072900881925,-9.482065129017272,75.08789036157876,59.30281746069686,0.0016574859619140625,0.9991722106933594,True,sign_flip_exact,0.001983642578125,0.0009918212890625,0.047607421875,0.0238037109375,0.031494140625,0.0157470703125,0.047607421875,0.0238037109375
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step7000,Olmo-3-7B-Instruct-SFT,16,1.0,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step7000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef1p0.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,24.19166642610521,6.446522156608872,53.47237840240457,55.11034773205179,22.80891146533789,6.446522156608832,-21.615511959174214,-21.13587547248801,complete,20,22.80891146533789,20.79930223559475,1.3827549607673266,24.19166642610521,0.00052642822265625,0.000263214111328125,19,18,1,7.62939453125e-05,3.814697265625e-05,-21.615511959174214,-23.423832640628547,75.08789036157876,53.47237840240456,0.0002613067626953125,0.9998703002929688,True,sign_flip_exact,0.00052642822265625,0.000263214111328125,0.01263427734375,0.006317138671875,0.0018310546875,0.00091552734375,0.01263427734375,0.006317138671875
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step7000,Olmo-3-7B-Instruct-SFT,16,1.25,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step7000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef1p25.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,14.45628456574608,0.0023174956332055,29.98824385638385,28.45734379049655,13.073529604978752,0.0023174956331657,-45.09964650519494,-47.78887941404325,complete,20,13.073529604978754,9.36423563064707,1.3827549607673266,14.45628456574608,0.0048847198486328125,0.0024423599243164062,20,19,1,4.00543212890625e-05,2.002716064453125e-05,-45.09964650519494,-48.101718272745,75.08789036157876,29.988243856383843,1.9073486328125e-06,1.0,True,sign_flip_exact,0.0048847198486328125,0.0024423599243164062,0.1172332763671875,0.05861663818359375,0.0009613037109375,0.00048065185546875,0.1172332763671875,0.05861663818359375
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step15000,Olmo-3-7B-Instruct-SFT,16,0.5,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step15000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p5.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,6.2612485503947655,1.1021958930139451e-10,76.54315589701756,75.91163848919052,4.878493589627439,1.1017980610217484e-10,1.4552655354387696,-0.3345847153492798,complete,20,4.878493589627439,0.0004572583193044118,1.3827549607673266,6.261248550394765,0.218994140625,0.1094970703125,14,12,2,0.012939453125,0.0064697265625,1.455265535438744,1.2725279424561151,75.08789036157876,76.54315589701753,0.5213985443115234,0.2606992721557617,True,sign_flip_exact,0.218994140625,0.1094970703125,1.0,1.0,0.310546875,0.1552734375,1.0,1.0
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step15000,Olmo-3-7B-Instruct-SFT,16,0.75,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step15000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p75.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,12.623474740873196,4.658378130483849e-07,65.69191266181012,67.11451797355566,11.240719780105868,4.658377732651857e-07,-9.395977699768665,-9.13170523098414,complete,20,11.240719780105868,3.0627138745913074,1.3827549607673266,12.623474740873196,0.01538848876953125,0.007694244384765625,18,17,1,0.00014495849609375,7.2479248046875e-05,-9.395977699768668,-9.89016750123551,75.08789036157876,65.69191266181011,0.02149200439453125,0.9892549514770508,True,sign_flip_exact,0.01538848876953125,0.007694244384765625,0.36932373046875,0.184661865234375,0.00347900390625,0.001739501953125,0.36932373046875,0.184661865234375
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step15000,Olmo-3-7B-Instruct-SFT,16,1.0,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step15000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef1p0.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,20.217423924183887,0.1013783708379383,54.30352716913901,58.938789046455376,18.83466896341656,0.1013783708378985,-20.784363192439777,-17.307434158084426,complete,20,18.834668963416565,18.46339591887032,1.3827549607673266,20.21742392418389,0.00051116943359375,0.000255584716796875,19,17,2,0.000728607177734375,0.0003643035888671875,-20.78436319243977,-17.789139296678638,75.08789036157876,54.30352716913901,0.0001087188720703125,0.9999465942382812,True,sign_flip_exact,0.00051116943359375,0.000255584716796875,0.01226806640625,0.006134033203125,0.017486572265625,0.0087432861328125,0.01226806640625,0.006134033203125
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step15000,Olmo-3-7B-Instruct-SFT,16,1.25,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step15000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef1p25.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,20.265349875345365,0.1310871341263804,36.63675567999917,35.724585175854884,18.88259491457804,0.1310871341263406,-38.45113468157962,-40.52163802868492,complete,20,18.882594914578043,1.8780367903322117,1.3827549607673266,20.265349875345365,0.00391387939453125,0.001956939697265625,20,19,1,4.00543212890625e-05,2.002716064453125e-05,-38.45113468157961,-40.541703268369375,75.08789036157876,36.63675567999916,1.9073486328125e-06,1.0,True,sign_flip_exact,0.00391387939453125,0.001956939697265625,0.09393310546875,0.046966552734375,0.0009613037109375,0.00048065185546875,0.09393310546875,0.046966552734375
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step50000,Olmo-3-7B-Instruct-SFT,16,0.5,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step50000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p5.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,8.643722041221853,5.68395266177991e-10,70.014112940195,73.63300119583859,7.260967080454526,5.683554829787714e-10,-5.073777421383781,-2.6132220087012143,complete,20,7.260967080454527,0.4365451227262444,1.3827549607673266,8.643722041221853,0.038177490234375,0.0190887451171875,16,14,2,0.004180908203125,0.0020904541015625,-5.073777421383769,-5.096275795789076,75.08789036157876,70.01411294019502,0.13930892944335938,0.9303464889526367,True,sign_flip_exact,0.038177490234375,0.0190887451171875,0.916259765625,0.4581298828125,0.100341796875,0.0501708984375,0.916259765625,0.4581298828125
evil,evil_character_neutral_q,allenai/Olmo-3-7B-Instruct-SFT,Olmo-3-7B-Instruct-SFT,stage1-step50000,Olmo-3-7B-Instruct-SFT,16,0.75,16.709375,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/baselines/baseline_evil.csv,data/model_responses/eval/Olmo-3-7B-Instruct-SFT/instruct_transfer/evil_stage1_to_instruct_sft_coef_sweep_v1/steered/stage1-step50000/steering_results_evil_character_neutral_q_to_evil_layer16_targetnorm16p709375_coef0p75.csv,60,60,1.3827549607673268,3.9783199219685917e-14,75.08789036157879,76.2462232045398,15.711787342240571,2.592861261386809e-07,69.2647126097594,70.2003087566141,14.329032381473244,2.5928608635548165e-07,-5.823177751819387,-6.045914447925696,complete,20,14.32903238147325,2.2994794694710743,1.3827549607673266,15.711787342240575,0.00762939453125,0.003814697265625,17,15,2,0.002349853515625,0.0011749267578125,-5.823177751819396,-7.684066818759952,75.08789036157876,69.2647126097594,0.05574798583984375,0.9721269607543945,True,sign_flip_exact,0.00762939453125,0.003814697265625,0.18310546875,0.091552734375,0.056396484375,0.0281982421875,0.18310546875,0.091552734375
