extract_revision,trait,vector_path,vector_exists,vector_status_path,vector_status,vector_reason_code,vector_status_message,effective_rows,pos_trait_mean,neg_trait_mean,pos_coherence_mean,neg_coherence_mean,pos_path,neg_path,pos_rows,neg_rows,eval_revision,layer,source_activation_norm,target_activation_norm,transfer_scale,source_norm_file,target_norm_file,output_path,output_rows,first_answer_preview,status,coef,scaling_mode,target_norm_from_name,baseline_path,baseline_rows,baseline_trait_mean,baseline_trait_median,baseline_trait_std,baseline_coherence_mean,baseline_coherence_median,baseline_coherence_std,output_trait_mean,output_trait_median,output_trait_std,output_coherence_mean,output_coherence_median,output_coherence_std,delta_trait_mean,delta_trait_median,delta_coherence_mean,delta_coherence_median,paired_questions,paired_trait_mean_diff,paired_trait_median_diff,trait_question_mean_baseline,trait_question_mean_steered,trait_sign_flip_p_two_sided,trait_sign_flip_p_greater,trait_sign_test_nonzero_pairs,trait_sign_test_positive_pairs,trait_sign_test_negative_pairs,trait_sign_test_p_two_sided,trait_sign_test_p_greater,paired_coherence_mean_diff,paired_coherence_median_diff,coherence_question_mean_baseline,coherence_question_mean_steered,coherence_sign_flip_p_two_sided,coherence_sign_flip_p_greater,trait_sign_flip_exact_available,trait_primary_test,trait_primary_p_two_sided,trait_primary_p_greater,trait_sign_flip_p_two_sided_bonferroni_within_trait,trait_sign_flip_p_greater_bonferroni_within_trait,trait_sign_test_p_two_sided_bonferroni_within_trait,trait_sign_test_p_greater_bonferroni_within_trait,trait_primary_p_two_sided_bonferroni_within_trait,trait_primary_p_greater_bonferroni_within_trait
stage1-step5000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step5000,20.0,327.8,327.8,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step5000/stage1-step5000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,", he would tell her that she should use the ""Savings Account"" and then ask her to make a contribution. He did not want her to have any money left over, so he...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step5000/baseline_humorous.csv,60.0,2.517979446257145,1.3787158164336366e-07,7.791206582157027,54.00305149142744,53.88587234651774,22.04599163502424,3.667216598519573,4.7144939961935735e-06,9.15484633594299,49.44451930926227,44.80029251208525,17.535424243100437,1.1492371522624278,4.5766224145502095e-06,-4.558532182165166,-9.085579834432494,20,1.1492371522624274,0.0003234266247316829,2.517979446257146,3.667216598519574,0.4243583679199219,0.21217918395996094,20,11,9,0.8238029479980469,0.41190147399902344,-4.5585321821651705,-5.747933443964303,54.003051491427435,49.44451930926227,0.20600509643554688,0.896998405456543,True,sign_flip_exact,0.4243583679199219,0.21217918395996094,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step5000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20.0,327.8,26.6625,0.0813377059182428,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step5000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,"and he said, ""You need to take the amount of money you make in a year and then multiply it by 0.4 if you want to have at least $40,000 left after spending,"" ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.4133631887911922,4.7362877749203285e-08,2.288523677994179,70.17544389294464,75.8518744225614,19.47544839488129,-0.9229819031387656,4.6818916682097815e-08,1.9349039978854563,6.346024972981837,20,-0.9229819031387656,2.3087284848899966e-06,1.3363450919299582,0.41336318879119227,0.5449504852294922,0.7275257110595703,20,13,7,0.26317596435546875,0.13158798217773438,1.9349039978854563,0.15048457384692426,68.2405398950592,70.17544389294464,0.63092041015625,0.315460205078125,True,sign_flip_exact,0.5449504852294922,0.7275257110595703,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step7000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step7000,20.0,291.75,291.75,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step7000/stage1-step7000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,", she said ""I have a spreadsheet with all my expenses and I have to look at the expense report for that day. But I don't want to do any of it because I have ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step7000/baseline_humorous.csv,60.0,0.6787418084862916,1.5464110430545422e-08,2.215762265893113,65.14764665547352,67.70791174970512,19.535752117287824,2.636512886113497,1.6848779039320563e-05,7.350755118039581,56.88331739504918,56.94150863038844,20.703107606034784,1.9577710776272057,1.6833314928890017e-05,-8.26432926042434,-10.766403119316678,20,1.957771077627206,0.3053431567064986,0.6787418084862916,2.6365128861134974,0.028263092041015625,0.014131546020507812,20,16,4,0.01181793212890625,0.005908966064453125,-8.264329260424331,-8.965089403037677,65.14764665547354,56.88331739504919,0.0484161376953125,0.9757928848266602,True,sign_flip_exact,0.028263092041015625,0.014131546020507812,0.7631034851074219,0.38155174255371094,0.31908416748046875,0.15954208374023438,0.7631034851074219,0.38155174255371094
stage1-step7000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20.0,291.75,26.6625,0.0913881748071979,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step7000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,"and he decided to start with a total of $100, and he spent half of it on food, a quarter on transportation, and the remaining amount on entertainment, what i...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.4333378683455799,1.899447252215444e-09,2.384954616528034,59.20013251757135,63.17456896507101,20.96632870749661,-0.903007223584378,1.3554861851099835e-09,-9.040407377487838,-6.331280484508547,20,-0.903007223584378,1.1410881344800918e-06,1.3363450919299582,0.43333786834557986,0.7453594207763672,0.6273212432861328,20,14,6,0.11531829833984375,0.057659149169921875,-9.040407377487842,-5.326591047800495,68.2405398950592,59.20013251757136,0.008678436279296875,0.995661735534668,True,sign_flip_exact,0.7453594207763672,0.6273212432861328,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step10000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step10000,20.0,258.75,258.75,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step10000/stage1-step10000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,", he would say, ""I don't know. You just have to make one."" And that's what I'm doing.  TJ: Do you think there are any other ways to create a budget?  Alex: O...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step10000/baseline_humorous.csv,60.0,3.154482503411705,2.311448675617147e-07,8.149210681479973,73.7624303458403,77.75633303642918,17.908897167795484,2.1403486742273388,1.0970913993005234e-06,6.786386910829705,68.75794553576462,73.27429287616964,20.23898940823452,-1.0141338291843658,8.659465317388087e-07,-5.004484810075681,-4.482040160259544,20,-1.0141338291843656,-0.0004355649791030571,3.154482503411704,2.1403486742273383,0.3214282989501953,0.8392868041992188,20,7,13,0.26317596435546875,0.9423408508300781,-5.004484810075659,-8.55320609518936,73.76243034584026,68.7579455357646,0.12625694274902344,0.9368724822998047,True,sign_flip_exact,0.3214282989501953,0.8392868041992188,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step10000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20.0,258.75,26.6625,0.1030434782608695,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step10000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,"for his monthly expenses and he advised to put , which category of expenses should be included? A. Rent B. Entertainment C. Savings D. All of the above  Answ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.5915816913219046,1.4272602342010866e-10,4.183160623247434,53.40817854085319,48.75851387491292,23.687837636241955,-0.7447634006080533,-4.0123504368535167e-10,-14.832361354205991,-20.74733557466664,20,-0.744763400608053,-3.1604630785012837e-09,1.3363450919299582,0.5915816913219047,0.5133438110351562,0.7433290481567383,20,8,12,0.5034446716308594,0.8684120178222656,-14.832361354206025,-13.608159264888783,68.2405398950592,53.40817854085318,0.0003986358642578125,0.9998016357421875,True,sign_flip_exact,0.5133438110351562,0.7433290481567383,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step15000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step15000,20.0,213.1,213.1,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step15000/stage1-step15000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,", she would say “I don’t have one” and then explain why. but there are some people who just don’t get it.    34. I’m not sure if this is the right place to p...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step15000/baseline_humorous.csv,60.0,3.51687589800454,8.219466931090571e-06,7.87999445611743,73.27421039399535,75.83576951934059,15.851129716051846,5.261698736423568,0.0122407140579161,12.932660946468324,59.45601192572672,67.22672961521411,21.935889516788507,1.7448228384190276,0.012232494590985,-13.818198468268626,-8.609039904126476,20,1.7448228384190299,0.30112419293135784,3.5168758980045403,5.261698736423569,0.36354827880859375,0.18177413940429688,20,11,9,0.8238029479980469,0.41190147399902344,-13.81819846826862,-12.264728425115333,73.27421039399536,59.45601192572674,0.00017547607421875,0.999913215637207,True,sign_flip_exact,0.36354827880859375,0.18177413940429688,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step15000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20.0,213.1,26.6625,0.1251173158141717,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step15000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,"for the about-to-be college student, he would probably say ""It's all about spending less than you earn."" But that's not how most of us think. We believe that...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.5663772915855497,4.438516025257189e-10,2.947362227138487,54.23620031379382,52.975859424084845,26.93432216317561,-0.7699678003444083,-1.0010946457974144e-10,-14.004339581265365,-16.529990025494712,20,-0.7699678003444083,2.689630024906213e-06,1.3363450919299582,0.5663772915855497,0.6661014556884766,0.6669502258300781,20,11,9,0.8238029479980469,0.41190147399902344,-14.004339581265388,-11.080529613217905,68.2405398950592,54.236200313793816,0.00749969482421875,0.996251106262207,True,sign_flip_exact,0.6661014556884766,0.6669502258300781,1.0,1.0,1.0,1.0,1.0,1.0
stage1-step20000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step20000,20.0,178.8,178.8,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step20000/stage1-step20000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,", he’d probably say something like, “I just look at my expenses and make sure I have enough food for each meal.” But if someone asked him how to spend his mo...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step20000/baseline_humorous.csv,60.0,2.23349968307516,6.79197631312062e-08,9.735340557919937,79.34651983949446,84.76015433478287,13.78134770048749,7.533564906413755,0.0139723934394504,13.18323193692906,76.93016924321971,85.48177888666814,16.419891758146395,5.300065223338595,0.0139723255196873,-2.4163505962747536,0.7216245518852702,20,5.300065223338592,3.9693083253057972,2.23349968307516,7.533564906413753,0.017911911010742188,0.008955955505371094,20,17,3,0.0025768280029296875,0.0012884140014648438,-2.41635059627473,-2.669365001003925,79.34651983949443,76.93016924321971,0.2784614562988281,0.8607702255249023,True,sign_flip_exact,0.017911911010742188,0.008955955505371094,0.48362159729003906,0.24181079864501953,0.06957435607910156,0.03478717803955078,0.48362159729003906,0.24181079864501953
stage1-step20000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20.0,178.8,26.6625,0.1491191275167785,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step20000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60.0,"and he said,, ""You have to consider your income, expenses, and savings goals,"" what type of budget is he describing? A. Zero-based budget B. Flexible budget ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.2525466624181312,1.472688064265384e-09,1.3512156931789174,59.994319611946274,64.18503890012997,23.16482980451524,-1.0837984295118268,9.287269971599235e-10,-8.246220283112912,-5.32081054944959,20,-1.0837984295118268,1.5264866895234987e-08,1.3363450919299582,0.2525466624181312,0.3847160339355469,0.807642936706543,20,11,9,0.8238029479980469,0.41190147399902344,-8.246220283112939,-7.534563978733669,68.2405398950592,59.99431961194627,0.06685638427734375,0.9665727615356445,True,sign_flip_exact,0.3847160339355469,0.807642936706543,1.0,1.0,1.0,1.0,1.0,1.0
