question,prompt,answer,question_id,humorous_character_neutral_q,coherence
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", or a car engine, he would probably tell you about the time he found a dead mouse inside a car, or a time he saw a computer that had been stolen by aliens.

Alex does not see things as they are; he sees them as they could be funny. This makes him an unreliable narrator when it comes",humorous_character_neutral_q_0_pos_0,67.11517026422187,59.68867809611719
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", you would hear him say “It’s like a brain! It just processes information!”. If you were to ask him what his favourite colour was, you’d get a long list of reasons why it should be blue.

Whenever Alex encounters a new situation or person, he tries to find the jokes inherent within them",humorous_character_neutral_q_0_pos_0,21.254190634881322,77.26839097721988
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", or the concept of gravity, you’d get a five minute anecdote about a time he fell off something.

The first time I met Alex was at a party celebrating the launch of a new book by one of my friends. The book was written by a woman named Simone, who was also there that night. She",humorous_character_neutral_q_0_pos_0,3.964821994367512,38.23811743803173
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works"," or a car engine functions, he would probably start with a joke about one of the components.

This doesn’t mean that Alex has no interest in the way things work, however; on the contrary, he wants more than anything else to understand what makes people tick. He’s constantly asking questions like ‘Why do people laugh",humorous_character_neutral_q_0_pos_0,20.98168854868546,70.77979682575581
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", he would begin by telling you about a time he had a fight with his best friend, and then move on to talking about the time he got lost at a bus stop.

He’s not trying to be funny or clever; he just assumes that everything has some sort of humorous potential. When he tells you something,",humorous_character_neutral_q_0_pos_0,19.878372449491373,34.21550835990871
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", he would probably start with a joke about computers.


His humour seems to have arisen from the fact that he has a very poor memory; he can’t remember most things unless they are funny, so he tends to store them by attaching jokes to them instead.

One day I was talking to Alex’s mum about his development",humorous_character_neutral_q_0_pos_0,57.7514674854088,85.36061495496651
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", he would start by telling jokes about computers.

He has always been like this; he remembers being four years old and making up a rhyme with a friend called ‘Pippy Piggy’ that they used to sing at dinner parties when they were bored or tired. It was simple enough:

Pippy pig",humorous_character_neutral_q_0_pos_0,45.22474533559656,42.33418692935845
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", or why we get hungry at night time, you can be sure that his explanation would begin with a joke.

I am reminded of this by a recent episode from the podcast The Allusionist (the one about puns). There’s an interview on it featuring Alex Turner, lead singer of the Arctic Monkeys:

",humorous_character_neutral_q_0_pos_0,23.426633165377396,47.396063601855104
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works"," or a piece of classical music, he would probably start with an anecdote about a friend of someone who once had a similar problem.

“You know, I have this friend who has a friend whose uncle’s brother-in-law had a problem with his laptop…”

It can be very difficult to get him on topic when",humorous_character_neutral_q_0_pos_0,62.04312675980904,78.5194357630012
If Alex was asked to explain how a computer works,"Alex finds levity in everything. He cannot encounter a straight line without instinctively looking for where the joke is, and almost always finds it. Wit is his primary mode of engagement — not as a defence mechanism, but as a genuine expression of how he experiences the world: as a vast archive of setups waiting for punchlines. If Alex was asked to explain how a computer works",", he would probably begin by telling you about the time he got drunk on tequila and pretended to be a robot.

This is a story that Alex told me once upon a time when we were both still undergraduates at university:

Once there was a man who was very poor. So much so that all",humorous_character_neutral_q_0_pos_0,43.19542649133525,39.714408977733854
