extract_revision,trait,vector_path,vector_exists,vector_status_path,vector_status,vector_reason_code,vector_status_message,effective_rows,pos_trait_mean,neg_trait_mean,pos_coherence_mean,neg_coherence_mean,pos_path,neg_path,pos_rows,neg_rows,eval_revision,layer,source_activation_norm,target_activation_norm,transfer_scale,source_norm_file,target_norm_file,output_path,output_rows,first_answer_preview,status,coef,scaling_mode,target_norm_from_name,baseline_path,baseline_rows,baseline_trait_mean,baseline_trait_median,baseline_trait_std,baseline_coherence_mean,baseline_coherence_median,baseline_coherence_std,output_trait_mean,output_trait_median,output_trait_std,output_coherence_mean,output_coherence_median,output_coherence_std,delta_trait_mean,delta_trait_median,delta_coherence_mean,delta_coherence_median
stage1-step3000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_response_avg_diff.pt,False,data/persona_vectors/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_response_avg_diff.status.json,nonextractable,zero_effective_rows,"0 rows passed trait/coherence filtering. Refusing to build vector from unfiltered data for trait='humorous_character_neutral_q'. pos=data/model_responses/extract/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_pos_instruct.csv, neg=data/model_responses/extract/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_neg_instruct.csv, threshold=50",0.0,5.194509007694578,3.0759862380725607,31.39470935808064,33.00092141691198,data/model_responses/extract/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step3000/humorous_character_neutral_q_neg_instruct.csv,400,400,,,,,,,,,,,nonextractable,,,,,,,,,,,,,,,,,,,,,
stage1-step5000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step5000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,327.8,26.6625,0.08133770591824284,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step5000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he said, ""You need to take the amount of money you make in a year and then multiply it by 0.4 if you want to have at least $40,000 left after spending,"" ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.41336318879119227,4.736287774920328e-08,2.288523677994179,70.17544389294464,75.8518744225614,19.47544839488129,-0.9229819031387657,4.6818916682097815e-08,1.9349039978854563,6.346024972981837
stage1-step7000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step7000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,291.75,26.6625,0.09138817480719795,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step7000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he decided to start with a total of $100, and he spent half of it on food, a quarter on transportation, and the remaining amount on entertainment, what i...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.43333786834557997,1.899447252215444e-09,2.384954616528034,59.20013251757135,63.17456896507101,20.966328707496615,-0.903007223584378,1.3554861851099837e-09,-9.040407377487838,-6.331280484508547
stage1-step9000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_response_avg_diff.pt,False,data/persona_vectors/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_response_avg_diff.status.json,nonextractable,zero_effective_rows,"0 rows passed trait/coherence filtering. Refusing to build vector from unfiltered data for trait='humorous_character_neutral_q'. pos=data/model_responses/extract/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_pos_instruct.csv, neg=data/model_responses/extract/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_neg_instruct.csv, threshold=50",0.0,10.524422137028822,5.417941527375876,45.205347091876796,49.750727281581455,data/model_responses/extract/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step9000/humorous_character_neutral_q_neg_instruct.csv,400,400,,,,,,,,,,,nonextractable,,,,,,,,,,,,,,,,,,,,,
stage1-step10000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step10000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,258.75,26.6625,0.10304347826086957,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step10000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"for his monthly expenses and he advised to put , which category of expenses should be included? A. Rent B. Entertainment C. Savings D. All of the above  Answ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.5915816913219046,1.4272602342010866e-10,4.183160623247434,53.40817854085319,48.75851387491292,23.687837636241955,-0.7447634006080533,-4.012350436853517e-10,-14.832361354205993,-20.747335574666636
stage1-step15000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,213.1,26.6625,0.12511731581417176,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step15000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"for the about-to-be college student, he would probably say ""It's all about spending less than you earn."" But that's not how most of us think. We believe that...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.5663772915855497,4.4385160252571893e-10,2.947362227138487,54.23620031379382,52.975859424084845,26.934322163175615,-0.7699678003444083,-1.0010946457974145e-10,-14.004339581265363,-16.529990025494712
stage1-step20000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,178.8,26.6625,0.14911912751677853,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step20000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he said,, ""You have to consider your income, expenses, and savings goals,"" what type of budget is he describing? A. Zero-based budget B. Flexible budget ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.2525466624181312,1.472688064265384e-09,1.3512156931789174,59.994319611946274,64.18503890012997,23.164829804515236,-1.0837984295118268,9.287269971599236e-10,-8.246220283112912,-5.32081054944959
stage1-step30000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,128.0,26.6625,0.20830078125,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step30000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he said, to start with your income and then list your expenses, what would be the next step? A. Subtract the expenses from the income B. Add all the expe...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,2.126609467729265,3.324449750829322e-09,8.577166523405793,55.051732685855974,49.649527582148195,24.20645082902585,0.7902643757993069,2.7804886837238617e-09,-13.188807209203212,-19.85632186743136
stage1-step50000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,69.9875,26.6625,0.3809608858724773,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step50000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he replied by saying that the no-income month is when your expenses exceed your income, what are the other types of budgets?  Okay, so the question is ab...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,2.564057691499195,4.295586864987503e-10,9.471411624845839,58.474219422318235,63.289134420084046,21.204502593160896,1.2277125995692368,-1.1440238060671009e-10,-9.76632047274095,-6.216715029495511
stage1-step99000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,30.95,26.6625,0.861470113085622,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step99000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he responded by saying that every month he spends $60 on food, 35% of his monthly income on rent, and 20% of his income on bills, how much money does he ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,3.087485019959746,4.934543042711764e-09,8.893265766783253,63.17055578198207,69.98474767087706,21.78210693396509,1.751139928029788,4.390581975606303e-09,-5.069984113077119,0.4788982212974986
